,Mean,Max,Min,VOL,FD,r
0,19.35945822222218,19.3808,19.3433,0.03750000000000142,,0.0
1,19.36075986111113,19.3782,19.3409,0.037299999999998334,1796.2466487936458,6.723529522413454e-05
2,19.362378500000034,19.3783,19.3467,0.03160000000000096,917.7215189873139,8.360409924584124e-05
3,19.361977597222182,19.3776,19.3459,0.03170000000000073,2460.567823343792,-2.0705244340282937e-05
4,19.362235152777792,19.378,19.3461,0.03190000000000026,1003.1347962382363,1.3302130648413865e-05
5,19.36217015277772,19.3776,19.347,0.03059999999999974,392.15686274510136,-3.3570504418028103e-06
6,19.356303624999985,19.3774,19.33339,0.044010000000000105,2294.93296977959,-0.0003029891655451673
7,19.3531149305555,19.3691,19.3369,0.03219999999999956,1304.3478260869742,-0.0001647367444870645
8,19.35189976388893,19.3674,19.3367,0.030699999999999505,1270.3583061889456,-6.278920323312806e-05
9,19.351203541666642,19.3693,19.3326,0.03669999999999973,1089.9182561307982,-3.5976944423168334e-05
10,19.34477761111112,19.3635,19.3254,0.03810000000000002,1023.6220472440939,-0.00033206878020203496
11,19.340590402777806,19.357,19.3253,0.03170000000000073,630.9148264984083,-0.00021645161384063616
12,19.340644402777748,19.3583,19.3244,0.03389999999999915,1356.9321533923644,2.792055403544817e-06
13,19.34026913888887,19.35678,19.3245,0.032280000000000086,1672.862453531594,-1.940286378581524e-05
14,19.34269306944444,19.3599,19.3253,0.034600000000001074,1473.9884393063126,0.0001253307561627938
15,19.34386930555558,19.3604,19.3273,0.033099999999997465,3685.8006042298894,6.0810359080597785e-05
16,19.33895813888895,19.3609,19.3202,0.04070000000000107,2162.1621621621052,-0.00025388750249757746
17,19.34100843055556,19.359,19.3215,0.03750000000000142,1279.9999999999516,0.00010601872406387194
18,19.341738166666687,19.3607,19.3216,0.039100000000001245,1687.97953964189,3.772999291871092e-05
19,19.339198222222254,19.356,19.31548,0.04052000000000078,2443.237907206271,-0.0001313193479585933
20,19.33674547222222,19.3541,19.3207,0.03340000000000032,2275.4491017963855,-0.00012682790526532308
21,19.342197055555566,19.3615,19.3233,0.03819999999999979,1806.2827225130989,0.00028192869069814183
22,19.342820652777764,19.3607,19.3247,0.036000000000001364,1444.4444444443898,3.224024759994083e-05
23,19.34045544444447,19.3572,19.3241,0.033099999999997465,1601.208459214624,-0.00012227835721338438
24,19.34407690277777,19.3613,19.3267,0.034600000000001074,1329.479768786086,0.00018724783104006213
25,19.34327938888886,19.3611,19.327,0.03409999999999869,1906.1583577713343,-4.1227808021905404e-05
26,19.347607291666634,19.3681,19.3274,0.040699999999997516,2727.272727272894,0.000223741935933589
27,19.347622124999994,19.3654,19.3292,0.0362000000000009,1436.4640883977545,7.666753380000947e-07
28,19.353108055555555,19.3732,19.3347,0.03849999999999909,2000.0000000000473,0.00028354546724752524
29,19.353804236111106,19.3731,19.3353,0.03780000000000072,2116.402116402076,3.597254526518769e-05
30,19.35117552777778,19.3697,19.3323,0.037400000000001654,2299.4652406416094,-0.00013582385670828976
31,19.34813720833333,19.3667,19.3281,0.03860000000000241,2124.352331606085,-0.00015700955428202688
32,19.34925822222223,19.3665,19.3297,0.0367999999999995,1739.1304347826324,5.793911200999637e-05
33,19.34502884722219,19.3625,19.3287,0.033799999999999386,1331.3609467455863,-0.0002185807306650671
34,19.341282625000026,19.359,19.3246,0.03440000000000154,2093.0232558138596,-0.000193652966441555
35,19.33254969444445,19.3549,19.3088,0.04609999999999914,1583.5140997831097,-0.0004515176539682903
36,19.32362305555557,19.342,19.3051,0.03689999999999927,1626.016260162634,-0.0004617414169350596
37,19.319858638888903,19.3396,19.3016,0.038000000000000256,3026.3157894736637,-0.0001948090508619015
38,19.320410472222257,19.3423,19.3007,0.041600000000002524,2764.4230769229093,2.8563010924069806e-05
39,19.321279638888853,19.3394,19.3046,0.03480000000000061,1321.839080459747,4.4986966909755414e-05
